Title,Year,Genres,Plot
Hardball,2001,"Drama, Sport","Bright, well-educated, handsome Conor O'Neill's promising future was wrecked by his gambling addiction, which dragged him into heavy drinking and petty crime, but worst of all, the stifling grip of loan-shark bookies. Desperate for a loan, he accepts to stand in for lawyer friend Jimmy Fleming as coach of a Chicago black 'projects' ghetto Little League baseball team. His sense of pride, becoming the boys' sole idol, and competition, plus their attractive teacher, motivate Conor. But the crushing loan problem rather requires leaving town."
Requiem for a Dream,2000,Drama,"Sara Goldfarb (Ellen Burstyn) is a retired widow, living in a small apartment. She spends most of her time watching TV, especially a particular self-help show. She has delusions of rising above her current dull existence by being a guest on that show. Her son, Harry (Jared Leto) is a junkie but along with his friend Tyrone (Marlon Wayans) has visions of making it big by becoming a drug dealer. Harry's girlfriend Marion (Jennifer Connelly) could be fashion designer or artist but is swept along in Harry's drug-centric world. Meanwhile Sara has developed an addiction of her own. She desperately wants to lose weight and so goes on a crash course involving popping pills, pills which turn out to be very addictive and harmful to her mental state."
Quills,2000,"Biography, Drama","The infamous writer, the Marquis de Sade of 18th Century France, is imprisoned at Charenton Insane Asylum for unmentionable activities. He manages to befriend the young Abbé de Coulmier, who runs the asylum, along with a beautiful laundress named Madeline. Things go terribly wrong when the Abbe finds out that the Marquis' books are being secretly published. The emperor Napoleon contemplates sending Dr. Royer-Collard to oversee the asylum, a man famed for his torturous punishments. It could mean the end of Charenton and possibly the Marquis himself."
15 Minutes,2001,"Action, Crime, Drama","When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story."""
But I'm a Cheerleader,1999,"Comedy, Drama, Romance","Megan is an all-American girl. She's a cheerleader and has a boyfriend, but she doesn't like kissing him very much, and she's pretty tactile with her cheerleader friends, and she only has pictures of girls up in her locker. Her parents and friends conclude that she *must* be gay and send her off to ""sexual redirection"" school, full of admittedly homosexual misfits, where she can learn how to be straight. Will Megan be turned around to successful heterosexuality, or will she succumb to her love for the beautiful Graham?"
The Invisible Circus,2001,Drama,"In 1975, at age 18, Phoebe is unhappy. When she was about 10, her father died of leukemia; her older sister Faith became a political radical, left for Europe with her boyfriend Wolf, and commits suicide in Portugal a year later. Phoebe, who has romantic ideas about both her father and Faith, decides to trace Faith's steps, find Wolf, and learn what really happened. She finds Wolf in Paris, and he tells her stories of Faith's radical activities, including joining the Red Army in Berlin. Phoebe has visions of her sister, seems close to madness, and may be headed for suicide herself. It's the trip to the cliffs of Portugal that will make the difference: breakthrough or breakdown?"
Scary Movie,2000,Comedy,"A group of teenagers including Cindy Campbell and Bobby Prinze, accidentally hit a man when driving, and dispose of the body, but now they are being stalked by a very recognisable masked killer. The victim count increases, whilst Cindy must survive the carnage that has she has seen in so many films before."
Autumn in New York,2000,"Drama, Romance","Forty-eight year old Will Keane is a successful restaurateur and serial womanizer, his reputation generally preceding him. When he is introduced to twenty-two year old Charlotte Fielding by Charlotte's grandmother, Will's old friend Dolly who he has not seen in years, there is a mutual but slow to acknowledge attraction. After their first date, Will and Charlotte agree that their relationship will never progress to one of a long term standing, but for different reasons: while this is Will's somewhat standard modus operandi, Charlotte announces that she has a terminal heart condition. Charlotte's admission makes Will look at this relationship differently, he being told by his best friend John that if he is going to continue to date Charlotte that he better treat her well. Their relationship does end up being different than both expect, for Charlotte which could mean a change from her current ""let me die in peace"" attitude to want to fight for her life. And Will's time with Charlotte is further influenced by his encounter with a young woman named Lisa Tyler."
Final Fantasy: The Spirits Within,2001,"Animation, Action, Adventure","In the year 2065, the next great assault against an invading race of phantom-like aliens is about to be launched. Dr. Aki Ross, a brilliant young scientist, races to find the invaders' secrets, not only to save the planet, but herself as well after her body is infected by alien particles. She teams up with the prestigious Deep Eyes military squadron, led by her old friend Grey Edwards. But as Aki, her mentor Dr. Sid, and Grey work toward a peaceful end, the scheming General Hein devises a plot to eradicate the aliens in one swift, destructive blow...even if it destroys the Earth right along with them."
Cecil B. DeMented,2000,"Comedy, Crime, Thriller","In Baltimore, guerrilla filmmaker Cecil B. Demented leads a band of cinema revolutionaries who kidnap Honey Whitlock, a bitchy and aging movie star of big-budget froth. Cecil wants her in his movie, a screed against Hollywood they film during blitzkrieg attacks on a multiplex, a Maryland Film Commission press conference, and the set of a ""Forrest Gump"" sequel. He insists on celibacy; the cast and crew channel sexual energy into the production. With a family-values coalition, aggrieved Teamsters, and the police on their trail, Cecil needs help from porno, kung-fu, and drive-in audiences. What about Honey? Will she bolt or refuse to act? Or will she hit her marks and light up the screen?"
Wonderland,1999,Drama,"There's little wonder in the working-class lives of Bill, Eileen, and their three grown daughters. They're lonely Londoners. Nadia, a cafe waitress, places personal ads, looking for love; Debbie, a single mom, entertains men at the hair salon after hours; her son spends part of the weekend with her ex, a man with a hair-trigger temper. Molly is expecting her first baby and its father acts as if the responsibility is too much for him. Eileen is bitter, complaining about her husband and the dog next door; Bill's a doormat. His West Indian neighbor offers him a drink; her own grown son locks himself in his room most of the time. Will anyone connect during this Guy Fawkes weekend?"
Nurse Betty,2000,"Comedy, Crime, Drama","A Kansas City waitress with dreams of becoming a nurse becomes delusional after seeing her no-good car salesman husband murdered. Becoming delusional from shock, she becomes convinced that she is the former fiancée of her soap opera idol. What she also believes is that the soap opera is real and goes to LA to find the hospital where he works as a cardiologist. Meanwhile, her husband's murderers are searching for the drugs stolen by her husband and, as luck would have it, they are stored in the trunk of the car she drove off in. Freeman, an aging hit man planning his retirement after this job, also becomes delusional about the woman he is tracking."
The Five Senses,1999,"Comedy, Drama, Music","Interconnected stories examine situations involving the five senses. Touch is represented by a massage therapist who is treating a woman, while her daughter accidentally loses the woman's pre-school daughter in the park. The older daughter meets a voyeur (vision), a professional house-cleaner has an acute sense of smell, a cake maker has lost her sense of taste, and an older man is losing his hearing."
Dancer in the Dark,2000,"Crime, Drama, Musical","1964 in small town Washington state. Selma Jezková, a Czechoslovakian immigrant, and her preteen son Gene live in a rented trailer owned by and on the property of married Bill and Linda Houston, he the town sheriff. Beyond Bill and Linda, Selma has a small group of friends who look out for her, including her primary confidante, Kathy, with who she works, and Jeff who wants to be her boyfriend. Jeff regularly waits outside Selma's workplace long before the end of her shift to drive her home, despite she always refusing in not wanting to lead him on. Her primary job is working on the Anderson Tool factory assembly line, but she does whatever she can to earn money. What only Kathy knows among Selma's friends is that she is slowly going blind, her medical condition being genetic. Selma is barely able to see, just enough to do her job. Her primary reason for moving to the US and for working all the time is to earn enough money for an operation for Gene when he turns thirteen, he who doesn't know anything about his mother or his own degenerative eyesight. None of Selma's friends, not even Kathy, know about the money for Gene's operation. Beyond this sole goal of the operation, Selma allows only one indulgence in her life, anything having to do with musicals, which she loves, it an escape from the problems of her life. Kathy often takes her to the cinema to watch old musicals, Kathy who has to describe to Selma what is happening on the screen much to the other patrons' chagrin. Selma also has the lead of Maria in a community theater production of ""The Sound of Music"". Close to having enough money for the operation, Selma is in a race against time before she loses enough of her sight not to be able to work or participate in the musical production. What may also threaten Selma's goal of the operation for Gene is some financial problems facing Bill. He feels pressured to provide Linda with the comforts of life to which she is accustomed that he believes she requires in their marriage to be satisfied, and as such he is reluctant to tell Linda of those financial problems."
Mulholland Drive,2001,"Drama, Mystery, Thriller","After hiring a hit man to kill her lover, Camilla; Diane dreams of a different Hollywood experience. One where she is a wonderfully talented and versatile actress, Betty, who almost instantly is in demand by the best Casting Directors in the business. And one where her lover becomes an amnesiac, Rita, after a brutal accident that saves her from the hit on her life. Betty and Rita meet and as they fall in love, they also try to undercover Rita's real identity. But when Betty and Rita's search begins to intermingle with the reality of Diane and Camilla's nightmarish relationship, the walls of the dream begin to collapse (""It's strange to be calling yourself"" says Betty)."
Monkeybone,2001,"Animation, Comedy, Fantasy","In a coma, Stu Miley a cartoonist who created a comic strip called Monkeybone which features a rascal monkey. He finds himself trapped within his own underground creation and must find a way to get back, while racing against his popular but treacherous character, Monkeybone. Naturally, Monkeybone himself is there, and he and Stu quickly start fighting like cats and dogs. When Stu realizes that his sister, due to a pact they once made, is preparing to pull the plug on him, Stu makes a deal with Hypnos, the god of sleep, to help him steal a golden ticket from Death himself. But when Monkeybone takes over Stu's body and escapes to wreak havoc on the real world, Stu has to find a way to stop him before his sister pulls the plug on reality forever!"
Along Came a Spider,2001,"Drama, Thriller",Detective/psychologist Alex Cross loses his partner in an out of control 'bust.' He stops working and cannot forgive himself. He is drawn back to work reluctantly when a senator's daughter is kidnapped and the kidnapper seems to want to deal with Alex personally.
Under Suspicion,2000,"Crime, Drama, Thriller","A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. This will only take ten minutes, they say, but it turns out to be one loose end after another, and the ten minutes he is away from his speech become longer and longer..."
Hollow Man,2000,"Action, Horror, Sci-Fi","Having discovered they could turn animals invisible, a group of scientists test the subject on a human. Head of research, Dr. Sebastian Caine decides to use himself as the subject. After the experiment can't be reversed, it takes a toll on Caine's personality, causing him to hunt down and kill his colleagues"
Bless the Child,2000,"Crime, Drama, Horror","Omens and concepts of good vs. evil have no place in Maggie O'Connor's well-ordered, practical universe. Her life revolves around her job as a nurse at a busy New York hospital, until one rainy night, her sister Jenna abandons her newborn, autistic daughter at her home. Maggie takes the baby in, and she becomes the daughter she never had. Six years later Jenna suddenly re-appears with a mysterious new husband, Eric, and abducts Cody. Despite the fact that Maggie has no legal rights to Cody, FBI agent John Travis, an expert in ritual homicide and occult-related crime, takes up her cause when he realizes that Cody shares the same birth date as several other recently missing children. The little girl, it soon becomes clear, is more than simply ""special."" She manifests extraordinary powers that the forces of evil have waited centuries to control, and her abduction sparks a clash between the soldiers of good and evil that can only be resolved, in the end, by the strength of one small child and the love she inspires in those she touches."
T-Rex: Back to the Cretaceous,1998,"Adventure, Family, Fantasy","Ally Hayden is a teenager who shares her father's interest in dinosaurs and archaeology. When he brings a mysterious fossil back from a dig, she is convinced it's the egg of a Tyrannosaurus Rex. After accidentally knocking the egg to the floor, Ally begins to experience visions, as if she was being transported back in time to the Cretaceous period. There, she encounters several different dinosaurs, including her favorite, the mighty T-Rex."
Jurassic Park III,2001,"Action, Adventure, Sci-Fi","Dr. Alan Grant is now a happy man with the previous incidents of Jurassic Park now behind him. Grant is that happy that he announce in public, that nothing on Earth can persuade him back onto the islands. Maybe nothing, except Paul Kirby. Kirby and his wife, Amanda want a plane to fly them over Isla Sorna, with Dr. Grant as their guide. But not everything Kirby says is true. When the plane lands, Dr. Grant realizes that there is another reason why they are there, that he doesn't know of. Now, Dr. Grant is stuck on an island he has never been on before, with what was a plane journey now turned into a search party."
Catfish in Black Bean Sauce,1999,"Comedy, Drama","Dwayne and his older sister Mai are adults: Mai is married to Vinh, Dwayne is about to propose to Nina. Twenty-two years ago, when Mai was 10, she and Dwayne were refugees in Vietnam, ..."
Ghost World,2001,"Comedy, Drama","This is the story of Enid and Rebecca after they finish the high school. Both have problems relating to people and they spend their time hanging around and bothering creeps. When they meet Seymour who is a social outsider who loves to collect old 78 records, Enid's life will change forever."
Cast Away,2000,"Adventure, Drama, Romance","A man is marooned on an island after his plane crashes into the ocean. Far away from home, his girlfriend, and any human contact, he engages in a battle of wits with himself as he is tested mentally, physically, and emotionally in order to survive."
What Lies Beneath,2000,"Drama, Fantasy, Horror","Norman Spencer, a university research scientist, is growing more and more concerned about his wife, Claire, a retired concert cellist who a year ago was involved in a serious auto accident, and who has just sent off her daughter Caitlin (Norman's stepdaughter) to college. Now, Claire reports hearing voices and witnessing eerie occurrences in and around their lakeside Vermont home, including seeing the face of a young woman reflected in water. An increasingly frightened Claire thinks the phenomena have something to do with the couple living next door, especially since the wife has disappeared without apparent explanation. At her husband's urging, Claire starts to see a therapist; she tells him she thinks the house is being haunted by a ghost. His advice? Try to make contact. Enlisting the help of her best friend, Jody, and a ouija board, Claire seeks to find out the truth of What Lies Beneath."
Lost Souls,2000,"Drama, Horror, Thriller","A group of Catholics go to a mental institution to perform exorcism in the murderer George Viznik. Father Lareaux, Deacon John Townsend, Father Frank Pageand the teacher Maya Larkin, who was possessed and exorcised in the past, unsuccessfully try to exorcise the man and Father Lareaux is deeply affected and falls into a coma. Maya brings the Viznik's coded writings and after deciphering it, she concludes that the writer Peter Kelson might be the Antichrist to be incarnated by Satan. She seeks him out but the atheist Peter, who has been raised by his uncle Father James, does not believe in her. But when strange things happen to him, Peter meets Maya and they investigate together the chance to save his soul."
Charlie's Angels,2000,"Action, Adventure, Comedy","The captivating crime-fighting trio who are the masters of disguise, espionage and martial arts. When a devious mastermind embroils them in a plot to destroy individual privacy the Angels, aided by their loyal sidekick Bosley, set out to bring down the bad guys. But when a terrible secret is revealed it makes the Angels targets for assassination."
The Art of War,2000,"Action, Adventure, Crime","Shaw is an operative for the United Nations' covert dirty-tricks squad, using espionage and quasi-ethical tactics to secure peace and cooperation. When a shipping container full of dead Vietnamese refugees turns up on the docks and China's ambassador is gunned down at a dinner celebrating a new trade agreement with China and the US, Shaw is framed for the murder and must evade the FBI and Triad gangsters to find out what is really going on."
Croupier,1998,"Crime, Drama","Jack Manfred is an aspiring writer going nowhere fast. To make ends meet, and against his better judgement, he takes a job as a croupier. He finds himself drawn into the casino world and the job gradually takes over his life; his relationship with girlfriend Marion begins to deteriorate. One gambler in particular catches his attention: Jani, whom he starts to see outside of working hours - a serious violation of casino rules. Jani is down on her luck; under pressure from her creditors she approaches Jack, asking him to be the inside man for a planned heist at the casino. Jack carefully considers the odds; it all looks so simple, but even a professional like Jack can't predict the cards he will be dealt."
Behind Enemy Lines,2001,"Action, Drama, Thriller","Fighter navigator Chris Burnett wants out: he was looking for something more than the boring recon missions he's been flying. He finds himself flying the lone Christmas day mission over war-torn Bosnia. But when he talks pilot Stackhouse into flying slightly off-course to check out an interesting target, the two get shot down. Burnett is soon alone, trying to outrun a pursuing army, while commanding officer Reigert finds his rescue operation hamstrung by politics, forcing Burnett to run far out of his way."
Mad About Mambo,2000,"Comedy, Romance","Danny Mitchell, a working-class Catholic high school student in West Belfast, Ireland, dreams of playing professional soccer, but first he has to perfect his timing. He starts taking dance classes, where he meets Lucy McCloughlin, an upper-crust Protestant, with whom he falls in love."
All the Pretty Horses,2000,"Drama, Romance, Western","Two young Texas cowboys on the cusp of manhood ride into 1940's Mexico in search of experience. What they find is a country as chaotic as it is beautiful, as cruel and unfeeling as it is mysterious, where death is a constant, capricious companion."
The Legend of Bagger Vance,2000,"Drama, Fantasy, Sport","A disillusioned war veteran, Captain Rannulph Junuh, reluctantly agrees to play a game of golf. He finds the game futile until his caddy, Bagger Vance, teaches him the secret of the authentic golf stroke which turns out also to be the secret to mastering any challenge and finding meaning in life."
Lara Croft: Tomb Raider,2001,"Action, Adventure, Fantasy","A member of a rich British aristocratic family, Lara Croft is a ""tomb raider"" who enjoys collecting ancient artifacts from ruins of temples, cities, etc. worldwide, and doesn't mind going through death-defying dangers to get them. She is skilled in hand-to-hand combat, weapons training, and foreign languages - and does them all in tight outfits. Well, the planets of the solar system are going into planetary alignment (Which occurs every 5,000 years), and a secret society called the Illuminati is seeking an ancient talisman that gives its possessor the ability to control time. However, they need a certain clock/key to help them in their search, and they have to find the talisman in one week or wait until the next planetary alignment to find it again. Lara happens to find that key hidden in a wall of her mansion. The Illuminati steal it, and Lara gets an old letter from her deceased father telling her about the society's agenda (Her father was also the one who hid the key). Now, she must retrieve the key and find and destroy the talisman before the Illuminati can get their hands on it."
Thirteen Days,2000,"Drama, History, Thriller","In October, 1962, U-2 surveillance photos reveal that the Soviet Union is in the process of placing nuclear weapons in Cuba. These weapons have the capability of wiping out most of the Eastern and Southern United States in minutes if they become operational. President John F. Kennedy and his advisors must come up with a plan of action against the Soviets. Kennedy is determined to show that he is strong enough to stand up to the threat, and the Pentagon advises U.S. military strikes against Cuba--which could lead the way to another U.S. invasion of the island. However, Kennedy is reluctant to follow through, because a U.S. invasion could cause the Soviets to retaliate in Europe. A nuclear showdown appears to be almost inevitable. Can it be prevented?"
Little Dieter Needs to Fly,1997,"Documentary, Biography, Drama","In 1966, Dieter Dengler was shot down over Laos, captured, and, down to 85 pounds, escaped. Barefoot, surviving monsoons, leeches, and machete-wielding villagers, he was rescued. Now, near 60, living on Mt. Tamalpais, Dengler tells his story: a German lad surviving Allied bombings in World War II, postwar poverty, apprenticed to a smith, beaten regularly. At 18, he emigrates and peels potatoes in the U.S. Air Force. He leaves for California and college, then enlistment in the Navy to learn to fly. A quiet man of sorrows tells his story: war, capture, harrowing conditions, escape, and miraculous rescue. Where did he find the strength; how does he now live with his memories?"
Highlander: Endgame,2000,"Action, Adventure, Fantasy","When Connor MacLeod sees his old friend Rachel die in an explosion, he's had it with his immortal life and the endless pain it brings him and those he loves. He locks himself inside the Sanctuary, a Watcher-organized retreat stationed on holy ground, where immortals who are tired of the game can go to forever escape it, as well as to ensure that The Prize never falls into the wrong hands. But when an old enemy, Jacob Kell, and his posse of assassins attack the Sanctuary and kill everyone there but Connor, he is forced out into the open and into battle. Kell and Connor were friends once, and knew each other back when Connor was cast from Glenfinnan; he returned when news came that his mother was to be burned at the stake, and in the attempt to free her, Kell was killed by none other than Connor himself, and became an immortal, bitter with hate, and devoted to making Connor's life a living hell. In the present day, Connor's kinsman Duncan MacLeod is attacked by Kell's posse, including Kate, an old love of Duncan's who seeks revenge for her unwillingly being made an immortal centuries ago. This attack had something to do with Connor, and Duncan goes in search of him to find out why. In the process, he learns that in the 450 years since Connor and Kell's encounter in Glenfinnan, Kell has taken more than 600 heads and gained enough power to be called nothing less than the most powerful immortal alive. To make things worse, neither Connor nor Duncan are strong enough to face Kell alone."
Nutty Professor II: The Klumps,2000,"Comedy, Romance, Sci-Fi","Professor Sherman Klump is getting married. And the Klump family could not be more delighted for him. But Buddy Love, his Mr. Hyde alter-ego from the first film, is back and trying to make it on his own. Buddy keeps resurfacing in untimely outbursts, and threatening the portly professor's marriage plans to colleague Denise Gaines. Utilizing Denise's cutting-edge DNA research, Sherman decides to rid himself of his monstrous nemesis -and his disruptive outbursts-once and for all by extracting Buddy's DNA from his system. But Buddy bursts full-bodied into Sherman's world and lays claim to the professor's astounding invention - a revolutionary youth serum. Desperate to keep it from Buddy, Sherman hides the serum in the Klump family home, thinking it will be safe. Buddy correctly divines where Sherman has placed the serum, but to get it, he has to deal with the entire Klump family first."
The Girl on the Bridge,1999,"Comedy, Drama, Romance","It's night on a Paris bridge. A girl leans over Seine River with tears in her eyes and a violent yearning to drown her sorrows. Out of nowhere someone takes an interest in her. He is Gabor, a knife thrower who needs a human target for his show. The girl, Adele, has never been lucky and nowhere else to go. So she follows him. They travel along the northern bank of the Mediterranean to perform and in the process win a big fortune through gambling. Although both of them continue a platonic relationship, the sex-starved girl attempts to sleep with handsome guys she encounters throughout the journey. Finally, Adele falls in love with a newly-wed groom and both of them elope to Greece, while Gabor is stuck in Turkey. Then Adele is dumped by the groom. Only by now both Gabor and Adele realize that luck isn't with them unless they get together again. But both of them are so broke that they can't even feed themselves, let alone getting back to Paris and reunite..."
Training Day,2001,"Crime, Drama, Thriller","In Los Angeles, a city where streets are overrun by drug dealers, those who have sworn to uphold the law are breaking them to clean up the streets. Denzel Washington plays L.A.P.D. detective Alonzo Harris, a veteran narcotics officer whose methods of enforcing the law are questionable, if not corrupt. 'Training Day' follows Harris as he trains rookie Jake Hoyt over a 24-hour period. Ethical dilemmas arise for Hoyt as well as the audience as questions present themselves as to whether or not Harris' methodology for ridding the streets of South Central Los Angeles of drugs is right or wrong."
Phantasm IV: Oblivion,1998,"Fantasy, Horror, Sci-Fi","Taking off immediately where the last one ended, in this episode Mike travels across dimensions and time fleeing from the Tall Man, at the same time he tries to find the origins of his enemy, and what really happened the night that his brother died. Meanwhile, Reggie (accompanied by a beauty he picked up on the road) battles the spheres and the undead in a quest to find Mike before the Tall Man can complete his transformation."
Planet of the Apes,2001,"Action, Adventure, Sci-Fi","It is the year 2029: Astronaut Leo Davidson boards a pod cruiser on a Space Station for a ""routine"" reconnaissance mission. But an abrupt detour through a space time wormhole lands him on a strange planet where talking apes rule over the human race. With the help of a sympathetic chimpanzee activist named Ari and a small band of human rebels, Leo leads the effort to evade the advancing Gorilla Army led by General Thade and his most trusted warrior Attar. Now the race is on to reach a sacred temple within the planet's Forbidden Zone to discover the shocking secrets of mankind's past - and the key to its future."
Driven,2001,"Action, Drama, Sport","Talented rookie race-car driver Jimmy Bly has started losing his focus and begins to slip in the race rankings. It's no wonder, with the immense pressure being shoveled on him by his overly ambitious promoter brother as well as Bly's romance with his arch rival's girlfriend Sophia. With much riding on Bly, car owner Carl Henry brings former racing star Joe Tanto on board to help Bly. To drive Bly back to the top of the rankings, Tanto must first deal with the emotional scars left over from a tragic racing accident which nearly took his life."
The Adventures of Rocky & Bullwinkle,2000,"Animation, Adventure, Comedy","35 years after The Rocky and Bullwinkle Show's cancellation, our two TV heroes have been living off the finances of their reruns on TV. To make matters worse, Rocky has lost his ability to fly, and the trees in Frostbite Falls have all been cut down. Meanwhile, over in Pottsylvania, home of Rocky and Bullwinkle's arch enemies Fearless Leader, Boris, and Natasha, the Iron Curtain has fallen, leading the villains to leave Pottsylvania, and dig through a tunnel all the way to the TV of a Hollywood Producer, Minnie Mogul. She signs a contract, giving her the rights to produce the Rocky and Bullwinkle Movie, and accidentally pulls the three villains out of the TV, turning them into humans! Now, they have an evil plan to hypnotize America, using RBTV (Really Bad TeleVision), making everyone's mind mush, so he can go on to the TV, and get everyone to vote him President of the USA! However, new FBI Agent Karen Sympathy has an assignment--get the only ones who could ever defeat the villains- Rocky and Bullwinkle. Using a green light lighthouse, Rocky and Bullwinkle (and their Narrator) are sucked out of the TV world, and to real life as 3D computer-generated characters! With all of America being hypnotized, and Fearless Leader's evil speech in 48 hours, and Boris and Natasha giving chase, planning to use a computer laser to send destroy moose and squirrel, it's Rocky, Bullwinkle, and Karen on a hilarious, pun-filled, and cameo-filled adventure to New York by plane, car, truck, hoof, flying squirrel, and yes, e-mail, to stop Fearless Leader and save America!"
Alaska: Spirit of the Wild,1998,"Documentary, Short","A look at the Alaskan wilderness throughout the year, from the harsh winters to the rejuvenating spring, and the animals (including its human residents) who learn to adapt to the extremes of Alaskan weather."
Aimee & Jaguar,1999,"Biography, Drama, Romance","Berlin 1943/44 (""The Battle of Berlin""). Felice, an intelligent and courageous Jewish woman who lives under a false name, belongs to an underground organization. Lilly, a devoted mother of four, though an occasional unfaithful wife, is desperate for love. An unusual and passionate love between them blossoms despite the danger of persecution and nightly bombing raids."
Unmade Beds,1997,"Documentary, Comedy, Drama","A black comedy about vanity and lust in contemporary America. In the middle of the sexual jungle of New York's singles' world, two men and two women try to achieve their dreams."
Shrek,2001,"Animation, Adventure, Comedy","When a green ogre named Shrek discovers his swamp has been 'swamped' with all sorts of fairytale creatures by the scheming Lord Farquaad, Shrek sets out with a very loud donkey by his side to 'persuade' Farquaad to give Shrek his swamp back. Instead, a deal is made. Farquaad, who wants to become the King, sends Shrek to rescue Princess Fiona, who is awaiting her true love in a tower guarded by a fire-breathing dragon. But once they head back with Fiona, it starts to become apparent that not only does Shrek, an ugly ogre, begin to fall in love with the lovely princess, but Fiona is also hiding a huge secret."
Heartbreakers,2001,"Comedy, Crime, Romance","Max and Page are a mother and daughter con team. Max seduces wealthy men into marrying her, then Page seduces them into infidelity so Max can rake them over the divorce court coals. And then it's on to the next victim."
